qid,entropy,confidence,max_retrieval_score
37,2.3018334159357177,-0.03435745931671825,17.460599899291992
38,2.302197497535841,-0.052823707285910126,17.78569984436035
39,2.3024220500198114,-0.25612149713730004,17.514999389648438
40,2.302527217474636,-0.3440567226872968,9.211700439453125
41,2.300739017274105,-0.11477860531808937,16.230100631713867
42,2.3024510122892865,-0.15019195638010596,12.67650032043457
43,2.3019361546390726,-0.09403105057152883,12.878600120544434
44,2.301988727754267,-0.18620248673395892,16.231399536132812
45,2.301801204421715,-0.1501811504026127,11.804200172424316
46,2.3021923554738617,-0.12789692537733433,12.739700317382812
47,2.3013887397047146,-0.13092318908834089,16.29129981994629
48,2.3014040392743778,-0.22962001965024115,11.190299987792969
49,2.3022227324142044,-0.11072573600993474,11.572500228881836
50,2.301321690862397,-0.12916064471375677,10.315699577331543
51,2.3022175750531,-0.04339299460233814,18.85610008239746
52,2.3022550722330455,-0.2532501872364138,12.788800239562988
53,2.2998947118068704,-0.2467412366337225,13.54740047454834
54,2.300820603077193,-0.264127635408573,14.750499725341797
55,2.3014682907960218,-0.25386189793843705,20.983400344848633
56,2.302382956591884,-0.052443641676919076,18.16119956970215
57,2.2991628788317535,-0.0025790869287144838,20.90410041809082
58,2.299981714224797,-0.18184268057949415,12.994400024414062
59,2.301764371095112,-0.20594354835412743,12.053299903869629
60,2.302329703554013,-0.3464098946057721,14.409299850463867
61,2.3020458490919884,-0.09311214930359935,10.896499633789062
62,2.3014912157660827,-0.170168772105752,14.810600280761719
63,2.3023400889506376,-0.04843419739440913,13.106399536132812
64,2.3018115005131574,-0.19904699169006523,12.601799964904785
65,2.3023329461102437,-0.12376388834832314,11.242600440979004
66,2.301556856803578,-0.14541778245962367,14.845999717712402
67,2.2959784850368843,-0.22627406427089714,19.872800827026367
68,2.3018840051018556,-0.1288138466749952,18.87030029296875
69,2.2942715204394233,-0.1542930206001375,13.473699569702148
70,2.302012772857834,-0.29171747470660936,17.8125
71,2.301147973625379,-0.17693639539850367,22.78689956665039
72,2.3024036725734085,-0.28606500516931255,6.760300159454346
73,2.301851131426671,-0.07111498807811867,15.270299911499023
74,2.3005774770280203,-0.2311124354869487,16.1466007232666
75,2.3013671358449077,-0.04721263773505709,25.23189926147461
76,2.3021563991330454,-0.05993851568596964,11.973699569702148
77,2.29078776692777,-0.13630175355797677,17.506999969482422
78,2.3021965870861814,-0.10555522374279436,14.946800231933594
79,2.3014538608183934,-0.025079808851473227,10.72089958190918
80,2.302038232047275,-0.21918734287945874,16.7455997467041
81,2.3025047839710173,-0.1777450221307877,16.779199600219727
82,2.3025227330518234,-0.2083988061920914,10.498499870300293
83,2.3021391380897986,-0.2872606076136859,12.632200241088867
84,2.3008138324150673,-0.22194414869201207,18.0939998626709
85,2.3024839978789817,-0.13541406327074515,13.534600257873535
86,2.296230393633142,-0.05916013946632859,19.109500885009766
87,2.2985006528470704,-0.042944632582720674,14.87909984588623
88,2.3005348871582267,-0.18114818352598006,16.496299743652344
89,2.3012337356456003,-0.14583240994290642,20.903600692749023
90,2.2989309128815716,-0.30299443882152666,13.432499885559082
91,2.3022252506776044,-0.24501417996038166,18.2091007232666
92,2.301518511860915,-0.25177825680959565,17.472999572753906
93,2.3017893090310637,-0.054967064626034685,15.868200302124023
94,2.3013996143831745,-0.09222535436954216,9.6318998336792
95,2.3015947704076845,-0.09997039890517101,20.130599975585938
96,2.298070143575288,-0.08518098612392089,19.525699615478516
97,2.3017380452001395,-0.28737681866386167,19.71179962158203
98,2.3023689853847746,-0.12172427045784562,17.255699157714844
99,2.300406336178725,-0.09707821538721662,19.614999771118164
100,2.3013581737717956,-0.0877717668329776,13.256799697875977
101,2.299597244690514,-0.05073546627596866,16.018999099731445
102,2.3020619487523506,-0.16097413789288184,12.142399787902832
103,2.299694703550338,-0.26479443969763106,15.29259967803955
104,2.301620126581537,-0.10901373924281488,15.560999870300293
105,2.301889853101805,-0.14004479960550098,11.773699760437012
106,2.3017797873851604,-0.11898111641054487,16.875600814819336
107,2.2988312610064257,-0.025084207181704413,13.507399559020996
108,2.301739623850413,-0.07604867042065633,13.39799976348877
109,2.302191686398036,-0.31150443866267874,13.347700119018555
110,2.30114614051809,-0.1708584909773702,13.805299758911133
111,2.302127790767283,-0.2085495026885249,11.784700393676758
112,2.2990558193753694,-0.29144705638917845,27.5575008392334
113,2.2988386750303356,-0.07494181895562846,14.160799980163574
114,2.3023905135807974,-0.28890210779140224,13.335800170898438
115,2.30215488952593,-0.22561201447927282,13.358699798583984
116,2.3018381931888463,-0.0910404690106702,14.546699523925781
117,2.3024106093763606,-0.33327346001386005,17.512100219726562
118,2.2834761714406535,-0.21382900585683717,16.049699783325195
119,2.3004763071422705,-0.16446504837578857,17.424699783325195
120,2.3023198880621574,-0.22725715685292758,9.875800132751465
121,2.2975703089142017,-0.10482305523739521,16.866899490356445
122,2.301198061884418,-0.17829932342849375,13.656499862670898
123,2.3017821684511692,-0.1436225622196141,13.986000061035156
124,2.30126556398417,-0.28766166280348227,12.104900360107422
125,2.2992031348678514,-0.11110741763926102,11.376399993896484
126,2.297540937573413,-0.30070440182236424,22.104700088500977
127,2.300802611919724,-0.03714475261050312,13.298299789428711
128,2.3017480683558715,-0.033838897136261537,19.35700035095215
129,2.3021363762613105,-0.09483324102119291,11.95359992980957
130,2.301794808984412,-0.0911236526111045,17.326499938964844
131,2.301751918238542,-0.22163846738679582,14.418299674987793
132,2.301773876184127,-0.14033382676728878,19.41790008544922
133,2.301798284120943,-0.2525738383377564,11.070899963378906
134,2.300886178638211,-0.0698119372232098,14.278300285339355
135,2.301333117287083,-0.2857512893402543,11.80210018157959
136,2.301597305722812,-0.218172328352237,21.499900817871094
137,2.3004410660159804,-0.1907618427733233,17.087200164794922
138,2.3006910115532353,-0.08069529854164212,10.988200187683105
139,2.301840608930047,-0.22764012288013147,10.705400466918945
140,2.3018769566445836,-0.2985878151685405,15.246800422668457
141,2.302532490498756,-0.2487329167088722,10.355799674987793
142,2.2995745128421556,-0.08769585321886599,17.71579933166504
143,2.301613373426152,-0.05930932923487998,16.114599227905273
144,2.302339253097283,-0.24148358711325923,14.185400009155273
145,2.2995464028355923,-0.251854863642329,17.47920036315918
146,2.301734536687394,-0.10341391297261593,32.78239822387695
147,2.302381639381608,-0.08502632638627239,18.671300888061523
148,2.3020903925412464,-0.14874143844429166,15.571900367736816
149,2.302084037862731,-0.1472317790604002,12.704999923706055
150,2.2978633150305616,-0.29536678483992196,17.778799057006836
151,2.3005123962383918,-0.2676376442092643,11.881799697875977
152,2.2999041971469625,-0.13914737623347603,25.00429916381836
153,2.2985604490363727,-0.09993267452219547,15.83650016784668
154,2.3022742966645047,-0.11253441614543001,21.1343994140625
155,2.3013747716617825,-0.12942123802935934,11.313199996948242
156,2.3019545581275627,-0.1968238512926339,15.660599708557129
157,2.298980671096539,-0.12096512593301578,15.089599609375
158,2.299645458929461,-0.24894790022253588,14.712900161743164
159,2.3013552397934025,-0.2541914755481084,10.469099998474121
160,2.3004098186626707,-0.06005822622521631,14.412599563598633
161,2.299585444038733,-0.1972817974962222,14.612899780273438
162,2.3021474744277697,-0.06992676700384981,17.61910057067871
163,2.3023152860672935,-0.2567678069099535,20.347400665283203
164,2.301338094247235,-0.08556887153673176,12.361200332641602
165,2.3014444444568696,-0.11895761449878695,16.44659996032715
166,2.3015652280382897,-0.016914800921078974,16.11989974975586
167,2.3022117614011464,-0.10604439651218123,14.713700294494629
168,2.3002418638184174,-0.007163196911043457,29.882699966430664
169,2.300948672487964,-0.16784729823392064,17.836299896240234
170,2.3013543294638303,-0.2659950620353081,14.185999870300293
171,2.302224277861084,-0.1324055857926112,12.711400032043457
172,2.3021696563353684,-0.1856337023488841,10.456199645996094
173,2.300840946350426,-0.19867922178006725,22.551700592041016
174,2.301177711232089,-0.13978708222020397,14.308799743652344
175,2.2994087678876305,-0.04878279058699375,11.218600273132324
176,2.296716670392195,-0.12920187257800275,15.671600341796875
177,2.3019772084439847,-0.25506682851829454,12.218400001525879
178,2.3024357450462767,-0.07363999859288317,17.378400802612305
179,2.2965757592880305,-0.21344312918913388,19.385000228881836
180,2.3023432715451695,-0.08546873523349185,10.887800216674805
181,2.300607364915666,-0.24027820958153212,16.609399795532227
182,2.302304616066808,-0.1419781897845115,19.88610076904297
183,2.299154172250246,-0.12886345104201513,13.338700294494629
184,2.3021487713649464,-0.029258683091879897,13.386899948120117
185,2.2834947054981485,-0.08745478826620157,23.31439971923828
186,2.301999154868683,-0.10699450349845074,14.013999938964844
187,2.3020050816921493,-0.19746283103428208,13.759499549865723
188,2.2903803226986774,-0.06972363254093406,19.81279945373535
189,2.3015588931057205,-0.2070317915069353,16.052499771118164
190,2.300875302530861,-0.17103992334006976,14.98490047454834
191,2.295528590636198,-0.1033440047552767,16.96780014038086
192,2.301862837423338,-0.10829244559317075,22.599700927734375
193,2.299576075594005,-0.1380740815408352,15.183300018310547
194,2.291551612012738,-0.17418418068523056,21.895000457763672
195,2.3018877463124268,-0.18125841610289228,11.897000312805176
196,2.302213745669323,-0.127560593794651,18.180599212646484
197,2.3019763261700508,-0.3090889154488323,16.208099365234375
198,2.301182105930432,-0.054405439056979255,12.567099571228027
199,2.3010650813196154,-0.0818316404412176,15.522299766540527
200,2.2980144078730715,-0.17914831765366612,23.42970085144043
201,2.3023960559270917,-0.10854990120465724,8.987099647521973
202,2.3020557402476043,-0.3250747625756034,12.80840015411377
203,2.3007916841163096,-0.20325491103822202,20.67770004272461
204,2.302491432959293,-0.19809199002701305,17.96030044555664
205,2.2980967408191524,-0.1011158209937332,15.904800415039062
206,2.301809055361171,-0.06319057935624586,19.00349998474121
207,2.300561474288583,-0.32359669404370883,16.748199462890625
208,2.3019369108265417,-0.26703960063302645,11.510100364685059
209,2.3016569916850598,-0.06229095646415406,16.74340057373047
210,2.302042148192316,-0.058202737175214625,11.651599884033203
211,2.2989934552903764,-0.08645548013330462,21.68829917907715
212,2.300460436360907,-0.07047606480177113,15.360199928283691
213,2.294575780762656,-0.14752496565062012,17.54050064086914
214,2.3013070624227523,-0.11970786862868694,12.893199920654297
215,2.293632126558401,-0.19367062196553064,17.94300079345703
216,2.3021674125250824,-0.22613171334982063,16.68779945373535
217,2.302083071738257,-0.1677145698507827,20.34980010986328
218,2.301745730748996,-0.05652341620228788,19.766399383544922
219,2.300984087360635,-0.21596427613685498,12.514100074768066
220,2.2953848848773433,-0.058448991667575,25.200899124145508
221,2.300612693514267,-0.17789180960960183,19.800500869750977
222,2.3009890737987666,-0.30540023008459816,17.976999282836914
223,2.300479231545284,-0.11076199129769526,12.683600425720215
224,2.300719712109056,-0.10897611492917099,13.375800132751465
225,2.298664491525271,-0.17207545002579916,16.336999893188477
226,2.299257935045388,-0.04303974278598801,26.90959930419922
227,2.299118952298097,-0.20419319735899488,13.042099952697754
228,2.298994041653981,-0.11111449700685497,18.030399322509766
229,2.3011852033016345,-0.23447284934962198,14.335399627685547
230,2.301563458108406,-0.15119923382387657,16.40999984741211
231,2.300956473765736,-0.17119454346886337,12.698800086975098
232,2.2942930205473275,-0.24609429003207298,17.592100143432617
233,2.3020016286822687,-0.0463676516112409,14.26729965209961
234,2.3017102960454214,-0.12912824840470005,21.28260040283203
235,2.3012138051251516,-0.21465692535301883,14.704899787902832
236,2.3021076839451133,-0.14768166744641142,16.60700035095215
237,2.302270664049051,-0.29086192566282565,10.164400100708008
238,2.301716923149902,-0.22334968947783806,12.75409984588623
239,2.302395260984342,-0.20396811646268787,16.619199752807617
240,2.2909077074858852,-0.09732387075436655,20.91790008544922
241,2.301530058936111,-0.27830654024444446,17.55459976196289
242,2.302510953771663,-0.2224089434655756,13.10319995880127
243,2.301178364963248,-0.00959911945203847,20.62820053100586
244,2.293769042600069,-0.10459856340611473,19.157800674438477
245,2.3017262967236922,-0.126356605310595,26.828399658203125
246,2.3021487721470577,-0.17053387223429928,13.343700408935547
247,2.3022661677855214,-0.07517836404686307,9.137999534606934
248,2.3024624427723697,-0.08307074290272409,20.16860008239746
249,2.3023965446649477,-0.16523508285064825,13.003399848937988
250,2.300486815245507,-0.03892927127597201,18.006900787353516
251,2.301016071333121,-0.33625040964987285,14.893400192260742
252,2.3021108255237137,-0.2355615488221846,17.267900466918945
253,2.302093024600292,-0.31616435962464784,14.049799919128418
254,2.3024284602426235,-0.2403010465072697,13.139300346374512
255,2.301709099489282,-0.24313931884068962,14.887900352478027
256,2.302336537821911,-0.181130897889755,13.729100227355957
257,2.302000719890041,-0.11103090697618401,14.471099853515625
258,2.30054149148584,-0.12553781255162066,14.820799827575684
259,2.2999055163320863,-0.23577188436920693,13.480999946594238
260,2.301935075106123,-0.20669129459131663,19.97100067138672
261,2.299028051911808,-0.17606982457705797,16.443199157714844
262,2.3021364782228235,-0.361707138746336,16.6471004486084
263,2.299161611528986,-0.1529122588898315,14.751500129699707
264,2.299974762465716,-0.04994819742598487,14.139599800109863
265,2.3013611202186057,-0.24546496574017374,20.631000518798828
266,2.3022215811393623,-0.11359963564651765,13.208700180053711
267,2.300711164659711,-0.1742399785255485,19.76930046081543
268,2.3022874030607277,-0.09119953958887062,9.460599899291992
269,2.3011897759087545,-0.2431089504855226,15.797900199890137
270,2.301441621526007,-0.22392471301644612,10.535799980163574
271,2.302122547845405,-0.24702006546277233,12.624199867248535
272,2.3019277257029205,-0.07934531417814117,21.816600799560547
273,2.302069352078305,-0.12949347802693378,21.933900833129883
274,2.3024023000695166,-0.07446181197876611,9.963800430297852
275,2.300016696585118,-0.19505010074259221,15.250200271606445
276,2.298695020391572,-0.1493384039427199,25.83169937133789
277,2.299849485069504,-0.11045950173287666,14.846699714660645
278,2.300124979194997,-0.10779207540444335,15.433699607849121
279,2.3012502234263805,-0.32645430456836233,17.007999420166016
280,2.3022595413980613,-0.1757924777845975,10.08180046081543
281,2.2947226400321554,-0.030160182694894955,26.26849937438965
282,2.3024392532108826,-0.14892667441543572,11.217100143432617
283,2.3013861827934043,-0.14617205347947682,16.925199508666992
284,2.2950580736576125,-0.10982165112622277,10.996100425720215
285,2.3016461209299672,-0.2857037638903246,14.57699966430664
286,2.3022362479482363,-0.21389461685808975,10.604499816894531
287,2.301683327981522,-0.019472870632085915,24.69809913635254
288,2.3022608282038672,-0.18924424160455544,15.64210033416748
289,2.301768650236326,-0.21091523618409846,13.544400215148926
290,2.300682285189289,-0.22152704171992443,14.287400245666504
291,2.3020504206308017,-0.21884073578943042,12.440199851989746
292,2.30109208377402,-0.25451347803313773,18.469600677490234
293,2.301028514429609,-0.12864606257167566,22.012100219726562
294,2.2993653078383205,-0.06937532656054779,12.85890007019043
295,2.3018990088864744,-0.09823069854833777,10.905900001525879
296,2.301365195973035,-0.09283368774811984,18.380300521850586
297,2.302243596658828,-0.03848039754657877,11.130800247192383
298,2.3020415555863525,-0.2103571459316499,16.06399917602539
299,2.3001447085609343,-0.1473123766514005,15.542200088500977
300,2.302431509008289,-0.12561092919758393,16.88089942932129
301,2.3016604772678266,-0.07998596942303784,11.788100242614746
302,2.3014937712799983,-0.11753343490292532,15.192899703979492
303,2.302359417791452,-0.06848712856502537,9.655099868774414
304,2.301450952607451,-0.13746614786021416,14.038100242614746
305,2.301950103646309,-0.13926692799531049,11.10099983215332
306,2.300893568666589,-0.11513968924245666,17.16550064086914
307,2.302065602094245,-0.12364421510955748,21.971399307250977
308,2.3022508599444227,-0.17236801936257895,11.534899711608887
309,2.3015870724060536,-0.040992977086095166,13.434300422668457
310,2.3022092856295933,-0.1386257678213858,16.074100494384766
311,2.302287750262566,-0.04353600528303958,16.96339988708496
312,2.302022520193215,-0.0841969989994014,18.725900650024414
313,2.3006647789395065,-0.1940801874010134,11.426300048828125
314,2.3001916952644863,-0.04737816254787408,14.93589973449707
315,2.30120895038723,-0.05168991307361249,14.20740032196045
316,2.302439041935633,-0.04871916075246718,9.810400009155273
317,2.301314074822286,-0.021807504857711345,16.82379913330078
318,2.2995995399382556,-0.18459824616764386,13.971599578857422
319,2.302213723473745,-0.3218450465735394,12.86929988861084
320,2.3003914182433225,-0.09823352166978139,15.555500030517578
321,2.3017408888908335,-0.12473894969105792,20.483800888061523
322,2.301892235191559,-0.27679985395108986,10.624099731445312
323,2.3018563831021357,-0.22721759476283543,11.12660026550293
324,2.301553346729024,-0.3230916510745132,10.849800109863281
325,2.299267798428085,-0.11944519310627344,11.871999740600586
326,2.302063376119893,-0.20568889865258178,11.88379955291748
327,2.301735385494854,-0.11559554304743579,15.88700008392334
328,2.3022042472317352,-0.28412503817809476,13.543399810791016
329,2.3010179551535446,-0.06394351785198767,22.84869956970215
330,2.3024276934348062,-0.2601437304287657,10.533100128173828
331,2.2996506109735364,-0.1470495843126587,17.950899124145508
332,2.3014750783863294,-0.22919038394071034,13.49269962310791
333,2.301607712422327,-0.23951632995152727,14.432700157165527
334,2.3010343045510373,-0.1520353158073577,17.97439956665039
335,2.302456991509574,-0.130834395397732,13.937199592590332
336,2.2994482557780183,-0.21387181043257578,24.226499557495117
337,2.3018119699848185,-0.21717971644998257,17.471900939941406
338,2.3008572741369986,-0.24951606154290834,19.029800415039062
339,2.3006810146089585,-0.20912116675861436,12.040499687194824
340,2.3017902052592367,-0.21781219743287927,9.839400291442871
341,2.30204802376563,-0.11245094700258984,20.2731990814209
342,2.3023453066058837,-0.13466757530781237,15.496199607849121
343,2.2924613205787034,-0.019826064210725407,20.157100677490234
344,2.3018372808558203,-0.2356335956406198,22.272300720214844
345,2.3024521678039336,-0.1767204051727963,12.083800315856934
346,2.302015650590788,-0.1766964727687521,13.081700325012207
347,2.3024894886990657,-0.19618784598489958,11.38539981842041
348,2.3011035643529283,-0.4322032662585381,12.813400268554688
349,2.2988698289325646,-0.4047470184503048,12.058099746704102
350,2.3010835906529734,-0.07819078274122526,15.030599594116211
351,2.302189292052142,-0.13112423934729456,13.436200141906738
352,2.302073082046934,-0.16073636188841844,14.378000259399414
353,2.3017509091208392,-0.26343959803290307,18.085399627685547
354,2.302148439016876,-0.25650380468633216,17.169700622558594
355,2.2993523835716374,-0.0956852451813408,15.77280044555664
356,2.2617161732519278,-0.1855679227147532,19.12579917907715
357,2.3017920672245977,-0.11947457468022005,11.034000396728516
358,2.3013128114986467,-0.15102902957713482,12.208700180053711
359,2.3022984486486324,-0.23648635228536052,7.058800220489502
360,2.30160904166773,-0.21053007500636,11.779199600219727
361,2.300897511587243,-0.13258743862509637,11.311200141906738
362,2.3006087529345063,-0.07333815661848675,12.68649959564209
363,2.298828347442596,-0.23680161880950434,18.91699981689453
364,2.299389754464772,-0.07538902792519597,12.511199951171875
365,2.301972077876134,-0.21537159553337115,12.324199676513672
366,2.3023544597583085,-0.09434502051062121,14.383899688720703
367,2.302185625229694,-0.16823600707627318,9.197099685668945
368,2.301953340670632,-0.19200136567890247,11.686400413513184
369,2.298471031525757,-0.1244583226596152,18.195999145507812
370,2.299959491365389,-0.056019082129281084,13.977499961853027
371,2.3022582707334824,-0.0698009601291466,12.832500457763672
372,2.3020250002231806,-0.07970823718693443,16.326000213623047
373,2.293624576088654,-0.010806100262631624,20.395000457763672
374,2.2971846268284457,-0.10855777820426937,15.57349967956543
375,2.300312331532189,-0.04076056049246241,19.51059913635254
376,2.3013515178712396,-0.23609512706978275,14.65880012512207
377,2.3019658689777165,-0.39875196722015716,11.050000190734863
378,2.301691447299344,-0.20061457485302803,11.954099655151367
379,2.2982681153665814,-0.2333667527857498,16.23080062866211
380,2.3005590165182066,-0.06915372130310793,13.681599617004395
381,2.3013293317028594,-0.08420451781920348,17.765399932861328
382,2.301341698515224,-0.25111893637817373,13.68220043182373
383,2.302494975531701,-0.05152709904964989,17.93280029296875
384,2.300759330636598,-0.10384719695382205,44.2406005859375
385,2.294771026668755,-0.1334972355119104,25.825300216674805
386,2.3011337201845565,-0.1376897939575763,11.149200439453125
387,2.2987914730941363,-0.20263595244276766,21.365999221801758
388,2.3013255651967333,-0.04003081723007762,17.792499542236328
389,2.298518077087304,-0.15120520519287517,15.113200187683105
390,2.3017142531230705,-0.12187272242856473,11.21720027923584
391,2.3014249697878233,-0.24945499453494957,13.426300048828125
392,2.302236204064828,-0.1396302594497476,12.093299865722656
393,2.301805464704316,-0.12383180766631996,12.605299949645996
394,2.3012167344702474,-0.2288399516484353,11.9753999710083
395,2.3022340671474635,-0.162985085261808,12.29319953918457
396,2.29869027939133,-0.1680314871866493,15.714599609375
397,2.302053102110611,-0.1283671744645173,10.130399703979492
398,2.2997400840853355,-0.19196481812197286,15.949399948120117
399,2.2982296990540676,-0.005471716003994182,22.687999725341797
400,2.3019880083651123,-0.2076403678571931,11.359600067138672
401,2.302118951526568,-0.24260515294279328,16.308700561523438
402,2.2999920239270297,-0.04712229509748456,13.127900123596191
403,2.3022147187539934,-0.06279115942554081,11.06190013885498
404,2.302135746819365,-0.05023587427899579,16.643800735473633
405,2.3011436005192683,-0.039164870699369206,14.245699882507324
406,2.300925316057947,-0.02935117500401674,18.738000869750977
407,2.3022961835445295,-0.04802132926511126,9.823200225830078
408,2.3010842411830983,-0.20912162030211223,13.134400367736816
409,2.3021028885196224,-0.1397418080411419,15.142399787902832
410,2.2923007618646465,-0.06026484938389759,19.182199478149414
411,2.3015879968267186,-0.15698962798553473,11.002699851989746
412,2.301725524783423,-0.18742839482819862,13.958800315856934
413,2.2987008851785635,-0.08803790039300607,16.566200256347656
414,2.302378064073701,-0.2602550667121333,9.5447998046875
415,2.301716706114073,-0.3062709362080879,16.307100296020508
416,2.3016141607440117,-0.2005067027196179,14.136899948120117
417,2.3005274228267942,-0.09745917244244562,18.209199905395508
418,2.3008418595642977,-0.17593038146624387,19.412799835205078
419,2.3020899308946845,-0.04184899918708451,20.100200653076172
420,2.3007682273153507,-0.19515002940708592,15.578700065612793
421,2.3010534095689463,-0.10474011132384137,20.291799545288086
422,2.301416772565241,-0.11034843805285621,16.615299224853516
423,2.300921120903787,-0.048290941899312184,12.34000015258789
424,2.3022885986258856,-0.21372495037959283,14.817399978637695
425,2.302275808098409,-0.05735530870386838,20.162399291992188
426,2.3010466170463104,-0.017119341406694577,17.442800521850586
427,2.289681083669565,-0.13942530001298414,32.18600082397461
428,2.301028292930101,-0.1967420827800339,16.98430061340332
429,2.30214253352377,-0.30401984846905705,10.867600440979004
430,2.301878087835453,-0.22006902695646724,12.416399955749512
431,2.3016484219837823,-0.09125084041221432,14.340800285339355
432,2.302438856355237,-0.028224200899454325,12.91189956665039
433,2.3016478080283855,-0.2544799861247301,10.209699630737305
434,2.301784940430458,-0.18990108389735783,23.15489959716797
435,2.302345234483019,-0.12133684109449439,10.431400299072266
436,2.3011291737907205,-0.24788355211406887,13.105899810791016
437,2.301754317850333,-0.4382379224741708,14.536199569702148
438,2.3019625105273107,-0.2351331382316476,12.887800216674805
439,2.3014755097024597,-0.1722185835976412,20.29829978942871
440,2.3017909740096476,-0.12205825399899928,16.305700302124023
441,2.3016727677922773,-0.11261095600899937,14.9375
442,2.302390021522584,-0.27986344876151026,19.08449935913086
443,2.3007340248645423,-0.08285685683566157,15.0625
444,2.3015818538882944,-0.08324744224051393,22.35689926147461
445,2.2986339963765974,-0.10900974165311308,17.444000244140625
446,2.3022340031299438,-0.17521704784438108,17.412399291992188
447,2.301502601704584,-0.16195707945939597,15.08810043334961
448,2.3021949373193857,-0.16593109348124568,24.10610008239746
449,2.302363059196887,-0.2325122434791389,15.593500137329102
450,2.299506937944467,-0.2307855704379178,16.109800338745117
451,2.3022582497082498,-0.18078705615840818,11.787699699401855
452,2.3021465141695314,-0.2529234657043202,10.007699966430664
453,2.2998944187880297,-0.09211800094371714,20.676000595092773
454,2.3021567011748654,-0.17395703179755717,10.408599853515625
455,2.3011273186179286,-0.32017467862109406,10.270899772644043
456,2.3022243724217293,-0.22410172876093348,11.26140022277832
457,2.3013918626925993,-0.12593112431434428,12.443400382995605
458,2.3020717846236747,-0.2699505131071325,12.671500205993652
459,2.3011451116480726,-0.2290217982160926,21.47130012512207
460,2.2993744136173238,-0.10804019393518516,19.72920036315918
461,2.2945678517136376,-0.2055675346714052,19.750499725341797
462,2.301175033068166,-0.21628900889339064,12.618300437927246
463,2.3011042805947257,-0.31691648000562367,18.722900390625
464,2.3016920936289895,-0.04833408843039262,14.922100067138672
465,2.3020613401640624,-0.2554082750689143,15.29580020904541
466,2.302118693493977,-0.18925079099109143,13.665200233459473
467,2.300836790394898,-0.09529629684221662,13.492600440979004
468,2.3007318626897404,-0.022865249310623947,17.757099151611328
469,2.3012340360784234,-0.16559359809039398,19.160400390625
470,2.30212007296282,-0.11569334245231122,25.582399368286133
471,2.3022699673925926,-0.20396472833037127,9.944299697875977
472,2.302345977673901,-0.06766184055887897,13.522600173950195
473,2.300365725851651,-0.13237527057238574,17.24180030822754
474,2.3013038418018015,-0.1543886269457171,14.092599868774414
475,2.2938290770079535,-0.022073055994741655,15.10569953918457
476,2.30233569679801,-0.09557181691499039,20.84910011291504
477,2.2991999393072593,-0.10224780788061627,19.253599166870117
478,2.3019080057270425,-0.06415283310965614,15.394599914550781
479,2.301891412318868,-0.35313199043220145,11.429800033569336
480,2.301203886329607,-0.13204737819138568,18.49020004272461
481,2.301636963932272,-0.2097711851583437,11.649700164794922
482,2.30234680406465,-0.06529419071657072,18.706199645996094
483,2.3020814403419134,-0.09366744469329402,14.403300285339355
484,2.3017570061725836,-0.06777193156505845,23.163400650024414
485,2.302130668846869,-0.07838239484760386,11.727899551391602
486,2.2972901567775437,-0.10871638824156982,17.70949935913086
487,2.3021513716990745,-0.18315721788197648,10.321700096130371
488,2.3019354936321155,-0.07295893120169206,14.551300048828125
