id,B_confidence,y_correct,truncated,text_length
H00357,0.9100031852722168,0,0,235
A01661,0.6774938702583313,0,0,252
A01200,0.998148389859125,0,0,345
H00356,0.9851413145661354,1,1,523
H00162,0.99960911393282,1,1,549
A01734,0.9992374181747437,1,0,255
A01976,0.9946475019678472,0,0,135
H00102,0.9995712734526024,1,0,404
H00623,0.997377872467041,0,0,324
H00999,0.9976424814667552,1,0,230
H00995,0.9240028560161592,1,0,348
A01807,0.675642728805542,0,0,477
A01271,0.9987016253871844,0,0,460
A01719,0.9958221912384032,1,0,321
A01251,0.9936612844467164,1,0,282
H00582,0.7091589868068695,1,1,563
H00082,0.999567891965853,1,0,219
A01205,0.9911740245297552,0,1,520
H00207,0.9865969708189368,1,1,1902
H00731,0.9914050800725818,1,1,793
H00555,0.9733707886189222,1,1,544
A01494,0.9883344117552042,0,1,527
A01531,0.663206547498703,0,0,384
A01773,0.995915949344635,1,0,219
H00156,0.97977483458817,1,0,298
A01162,0.9947402928955852,0,0,155
H00514,0.6066254675388336,1,1,846
H00378,0.999346157652326,1,1,536
H00248,0.9936678623780608,1,1,772
A01372,0.998665452003479,1,0,91
A01598,0.9912614822387696,1,0,379
A01689,0.9997209019493312,0,0,391
A01755,0.9674144983291626,1,0,394
H00442,0.9988525984808804,1,0,308
A01574,0.9939285516738892,1,0,412
A01453,0.9995460321370048,0,0,423
A01225,0.8898613452911377,1,0,169
A01915,0.9290496706962584,1,0,193
A01361,0.9992338418960572,1,0,109
A01787,0.9992363452911376,1,0,274
A01303,0.7451049983501434,0,0,490
H00750,0.999083505535964,1,0,280
A01611,0.991305649280548,1,0,387
H00212,0.988972538150847,1,0,385
H00727,0.9997075568244328,1,0,237
H00884,0.9915805598720908,1,0,305
A01853,0.999735522957053,0,0,74
H00387,0.9997514843125828,1,1,1393
A01241,0.999616881919792,0,0,180
A01477,0.9866747781634332,0,0,476
A01050,0.9878750443458556,1,0,472
A01887,0.7358963489532471,1,0,160
H00914,0.676933616399765,1,0,288
H00457,0.9977425502147526,1,0,313
H00584,0.5985954403877258,1,0,462
H00742,0.9965431205928326,1,0,271
A01330,0.9989097118377686,1,0,489
A01029,0.9985230565071106,1,0,435
A01337,0.9992176294326782,1,0,491
A01393,0.5205155611038208,0,0,201
A01905,0.999665544833988,0,0,351
H00148,0.9971116429660468,1,0,258
H00900,0.9960465575568378,1,0,254
A01385,0.869069054722786,0,0,244
H00007,0.9992455113097094,1,0,388
H00227,0.988646911457181,1,1,657
H00311,0.986731014214456,1,1,955
A01871,0.999750618910184,0,0,206
H00729,0.9988455770071596,1,0,251
H00869,0.9586664959788322,1,0,254
A01125,0.9959291429258884,0,0,484
A01902,0.9991211295127868,1,0,387
A01517,0.99964427476516,0,1,515
A01648,0.9869503378868104,1,0,445
A01676,0.9990313888411038,0,0,414
A01919,0.9997532296401914,0,0,382
H00020,0.9995457752374932,1,0,227
A01383,0.9968847632408142,1,0,168
H00456,0.9995437645702624,1,0,316
A01399,0.9889609217643738,1,0,233
H00140,0.9856141498312354,1,0,315
A01923,0.999741027248092,0,0,302
A01965,0.9996689995168708,0,0,456
H00701,0.9910159735009074,1,0,185
H00967,0.9505964517593384,0,0,336
A01943,0.9985546469688416,1,0,97
A01596,0.9992294311523438,1,0,391
A01870,0.9782504849135876,0,0,486
A01127,0.74372598528862,0,0,310
A01857,0.999742504733149,0,0,139
H00904,0.997774523915723,1,0,302
H00085,0.9786205794662236,1,0,239
H00983,0.99968662505853,1,0,279
H00553,0.9752143155783416,1,0,381
A01776,0.8632044643163681,0,0,231
H00222,0.9994371895445512,1,0,300
H00726,0.9996626856154762,1,0,157
H00079,0.9994213368627244,1,0,223
A01620,0.8315347582101822,0,0,209
A01863,0.9992185831069946,1,0,482
H00569,0.9925553202629088,0,0,362
H00867,0.9987063653534278,1,1,954
H00324,0.8174194693565369,0,0,374
A01488,0.9971011281013488,1,0,361
A01064,0.9992092847824096,1,0,389
H00534,0.9478109590709208,1,1,617
A01606,0.9983698725700378,1,0,439
H00461,0.9858489502221346,1,0,336
H00279,0.9681587815284728,0,0,279
H00359,0.8632021993398666,1,0,431
A01765,0.9761312007904052,1,0,62
H00959,0.9608281254768372,0,0,277
A01994,0.7572069019079208,0,0,488
H00580,0.9810870289802552,0,0,316
H00679,0.998127073631622,1,0,178
A01928,0.9997333142382558,0,0,482
H00360,0.8194152116775513,1,0,450
H00005,0.9953782865777612,1,0,356
A01565,0.8992578387260437,1,0,80
A01811,0.9997196909680496,0,0,481
A01557,0.9984809756278992,1,0,436
A01571,0.9911461276933552,0,0,175
H00644,0.8513748794794083,1,0,197
A01015,0.9992371797561646,1,0,265
A01455,0.9984904527664183,1,0,170
A01240,0.8289775103330612,0,0,67
H00047,0.9997087865776848,1,0,279
H00577,0.9989746809005736,0,0,295
A01113,0.9795614052563906,0,0,350
H00423,0.9893617862835526,1,0,293
H00149,0.8459710031747818,1,0,288
H00160,0.9790217876434326,0,0,243
H00147,0.6905288100242615,1,0,472
H00240,0.9423209428787231,0,0,218
A01106,0.9988179802894592,1,0,244
H00080,0.9981692794244736,1,0,248
A01206,0.9700408577919006,1,0,341
A01046,0.9977116584777832,1,0,510
H00098,0.9995192121714354,1,0,327
H00129,0.9992424677475356,1,0,462
A01008,0.8940959647297859,0,0,102
H00672,0.9970659497193992,1,0,201
H00797,0.9605116210877896,1,0,105
H00717,0.9997457810677588,1,0,205
A01680,0.9969882864970714,0,0,484
A01633,0.99974694402772,0,0,442
A01191,0.9991950392723083,1,0,370
H00947,0.9682296514511108,0,0,270
A01055,0.9981681071221828,0,0,266
A01604,0.99458909034729,1,0,382
H00451,0.953740991652012,1,0,348
A01542,0.9972335696220398,1,0,396
A01730,0.9991855025291444,1,0,261
H00001,0.9884653175249696,1,0,332
H00342,0.9964797995053232,1,0,400
A01004,0.9471675157546996,1,0,143
A01564,0.9953724900260568,0,0,237
A01966,0.9992115497589112,1,0,282
A01182,0.9996967072365806,0,0,208
A01011,0.9991288781166076,1,0,283
A01084,0.9981935620307922,1,0,511
H00563,0.823699340224266,1,0,365
H00216,0.9970245570875704,1,1,632
H00620,0.8552360832691193,1,1,1243
A01370,0.999107301235199,1,0,115
H00002,0.9996850366587752,1,0,220
A01124,0.999300915398635,0,0,278
H00886,0.9853785187005996,1,0,215
A01950,0.9989293217658995,1,0,155
A01333,0.9992111921310424,1,0,489
H00643,0.95948725938797,0,0,167
A01874,0.999750398885226,0,0,510
H00344,0.9614732451736928,1,0,352
A01524,0.9980385429225862,0,0,506
A01492,0.6823096871376038,0,1,529
A01888,0.996455004438758,0,0,121
H00491,0.9598888009786606,1,0,265
H00142,0.9995669472264126,1,1,571
H00041,0.9988284213468432,1,0,232
A01428,0.999220848083496,1,0,118
H00777,0.9968084392603488,1,0,45
H00189,0.7398680150508881,1,0,220
H00839,0.9760009162127972,1,0,209
A01723,0.9992361068725586,1,0,191
H00955,0.9951097564771773,1,0,203
H00176,0.972145676612854,0,0,286
A01865,0.999739400227554,0,0,443
A01993,0.9992321729660034,1,0,288
H00537,0.9983272115932778,1,0,338
A01514,0.7006809711456299,0,0,424
A01154,0.9977442026138306,1,0,127
H00800,0.6811312735080719,1,0,354
A01941,0.9989180564880372,1,0,128
A01817,0.93489158898592,0,0,488
H00539,0.9981058835983276,0,0,330
A01467,0.995204210281372,1,0,480
H00355,0.9678475856781006,0,0,212
A01705,0.9896935625001788,0,0,164
H00943,0.9880061727017164,1,0,216
H00341,0.5895293354988098,1,0,412
H00021,0.9995757410652004,1,0,403
H00925,0.9874138962477446,1,0,240
H00417,0.9996308971312828,1,0,302
H00069,0.9994715100619942,1,0,244
A01519,0.9996810260927304,0,1,521
A01262,0.6719553768634796,0,0,347
H00958,0.9355773031711578,1,0,228
A01313,0.9865968385711312,0,0,131
H00637,0.9997049323574174,1,0,229
H00574,0.8506500720977783,1,1,532
H00399,0.9899139320477844,1,0,371
H00718,0.9981171374674886,1,0,269
H00924,0.9996556975238492,1,0,284
H00462,0.9996916848467664,1,0,312
A01916,0.9997531444532796,0,1,767
A01561,0.9698838591575624,1,0,298
A01711,0.9756321050226688,0,0,146
A01975,0.987558364868164,1,0,111
H00875,0.9989057807251812,1,0,447
A01324,0.9837207794189452,1,0,481
A01957,0.9979625940322876,1,0,449
A01549,0.9831847529858352,0,0,405
A01223,0.9914012551307678,1,0,216
A01840,0.8431989848613739,0,0,483
A01496,0.9986203595763072,0,0,247
A01103,0.9969017505645752,1,0,152
A01047,0.996956706047058,1,0,426
A01581,0.9932437539100648,1,0,371
H00524,0.998359739780426,0,0,361
A01779,0.999218225479126,1,0,240
A01295,0.9940780401229858,1,0,487
A01493,0.8836278915405273,0,0,464
H00694,0.9996846325520892,1,0,177
A01847,0.9994202774832956,0,0,479
H00594,0.9988248944282532,0,0,302
H00437,0.9856583531945944,1,0,316
H00530,0.9990025162696838,0,0,324
A01128,0.8927185609936714,0,1,516
H00394,0.9994443024042994,1,0,334
A01507,0.6939159631729126,0,0,404
A01132,0.997645914554596,1,0,340
H00819,0.9983039747457952,1,0,87
H00987,0.9991581285139546,1,0,214
H00897,0.9740705490112304,0,0,264
H00859,0.999731477466412,1,0,299
H00689,0.998050304595381,1,0,199
A01803,0.7874224036931992,0,0,472
A01136,0.9785890709608792,0,0,304
H00455,0.9995173548231832,1,0,318
H00233,0.9979319048579782,1,1,1053
A01120,0.7447804808616638,0,0,455
H00452,0.9797891117632388,1,0,342
H00487,0.9262472689151764,1,0,377
A01969,0.9990529417991638,1,0,490
H00347,0.988738276064396,1,1,894
A01277,0.9992029253044166,0,0,445
H00545,0.9938902077265084,1,1,550
A01567,0.9070103764533995,1,0,180
A01227,0.9978896975517272,1,0,249
H00095,0.999712821940193,1,0,234
A01797,0.9826889000833036,0,0,235
H00313,0.980296714231372,1,1,586
A01898,0.9992386102676392,1,0,116
A01110,0.9304108023643494,1,0,350
A01367,0.9992148876190186,1,0,130
H00647,0.9797789454460144,1,0,208
H00411,0.9960931022651494,1,0,402
H00197,0.9771176055073738,1,0,260
A01052,0.6578167676925659,0,1,520
A01781,0.998030722141266,1,0,443
H00466,0.998844888410531,1,0,284
H00063,0.9996906979649792,1,0,223
A01043,0.9767569713294506,0,0,393
A01636,0.9996937125106342,0,0,160
H00945,0.99116216506809,1,0,210
A01826,0.9966661618091166,0,0,471
A01345,0.9962342381477356,1,0,452
A01056,0.977710599079728,0,0,127
A01740,0.6924928724765778,0,0,216
A01761,0.97997254319489,0,0,404
H00547,0.6915238499641418,1,0,331
H00128,0.9204912781715392,0,0,330
H00851,0.9996619672747328,1,1,613
A01319,0.9983118772506714,1,0,483
A01839,0.6631820201873779,0,0,477
H00806,0.9923689858987929,1,0,430
A01893,0.9993035228690132,0,0,171
H00830,0.9783551767468452,1,0,211
A01820,0.9997478159202728,0,0,480
A01198,0.9922208334319292,0,1,523
H00372,0.9950462579727172,0,0,376
H00941,0.9997334281215444,1,0,278
H00115,0.9995579381356948,1,0,289
H00871,0.9975855988450348,1,1,532
H00917,0.9897332238033414,1,0,247
A01429,0.991101622581482,1,0,167
H00276,0.9795716404914856,0,0,319
H00488,0.9776008464396,1,0,410
A01980,0.9798100162297488,0,0,488
H00968,0.8045060187578201,1,0,276
A01987,0.9992425441741944,1,0,277
A01523,0.994333064649254,0,1,527
A01057,0.9774506092071532,1,0,107
A01968,0.9991154074668884,1,0,166
H00096,0.999696501006838,1,0,226
H00889,0.8429957330226898,1,0,191
H00508,0.8999292179942131,1,0,386
H00975,0.8167480975389481,1,0,217
A01178,0.9747164081782104,0,0,349
A01437,0.9755710959434508,1,0,422
H00316,0.9939507492817938,1,1,596
H00458,0.9797604978084564,1,0,305
H00136,0.8312023729085922,1,1,543
A01961,0.9992377758026124,1,0,334
H00502,0.9672543406486512,0,0,333
A01613,0.8583305478096008,1,0,407
A01810,0.9996387118299026,0,0,151
A01845,0.9976472328417004,0,0,498
A01207,0.9972643931396306,0,0,311
H00619,0.94748717546463,0,0,329
H00052,0.9996525636524892,1,0,264
A01279,0.99962387123378,0,0,483
A01899,0.9992308616638184,1,0,112
A01212,0.8715659379959106,1,0,255
A01067,0.9989000558853148,1,0,433
H00241,0.8801221922039986,1,1,1428
A01149,0.9964912487193942,0,0,230
H00327,0.9952624798752367,1,1,986
H00809,0.9803333878517152,0,0,134
H00014,0.9995578163361644,1,0,291
A01578,0.9989810585975648,1,0,270
A01119,0.949234627187252,0,0,485
H00505,0.9996815650956704,1,0,258
A01986,0.9472133666276932,0,0,176
A01921,0.815925344824791,0,0,252
H00114,0.999583981873002,1,0,270
A01995,0.994564123917371,0,0,155
H00535,0.9866565465927124,0,0,341
A01512,0.9863005839288236,0,0,420
H00893,0.9711544420570136,1,0,232
A01030,0.9989169836044312,1,0,355
A01760,0.670680969953537,0,0,58
H00989,0.6815454661846161,1,0,314
H00186,0.9955794215202332,0,0,235
H00157,0.9992855319287628,1,0,226
A01083,0.9900141954421996,1,0,401
A01405,0.9650290608406068,1,0,242
A01577,0.9990530610084534,1,0,329
H00778,0.9584323689341544,1,0,222
A01599,0.956658124923706,1,0,422
A01292,0.9711634516716005,1,0,484
H00308,0.9993962135049514,1,0,446
A01243,0.9992365837097168,1,0,219
A01623,0.964715588837862,0,0,444
A01487,0.8959539532661438,1,0,451
H00389,0.9996298301557544,1,0,295
A01671,0.9431875832378864,0,0,363
A01425,0.997505247592926,1,0,209
H00374,0.9791644848883152,1,1,664
H00542,0.889033667743206,1,0,341
A01298,0.999376012769062,0,0,177
A01061,0.99831885099411,1,0,136
H00626,0.8853121548891068,1,0,222
H00801,0.999676163017284,1,0,195
A01746,0.9906489215791224,0,0,184
H00224,0.8070505261421204,1,1,535
A01469,0.9969384670257568,1,0,452
A01595,0.999128758907318,1,0,396
H00338,0.9938202956691384,1,1,543
H00468,0.997901439666748,1,0,369
A01706,0.9986435770988464,1,0,271
H00478,0.9859597589820625,1,0,309
A01789,0.9992291927337646,1,0,232
H00235,0.5266080498695374,0,0,271
H00295,0.9794130325317384,0,0,311
A01678,0.9502628594636916,0,0,452
H00110,0.9995134905038868,1,0,223
H00748,0.9734666924923658,1,0,364
A01012,0.9992244243621826,1,0,274
A01342,0.9823720175772904,0,0,488
H00016,0.9876959221437572,1,0,209
H00919,0.8430981636047363,1,0,227
H00554,0.9990490078926086,0,0,267
H00538,0.9911325573921204,0,0,403
A01238,0.944063525646925,0,0,79
H00208,0.9789749830961229,1,0,345
H00268,0.7686682641506195,1,0,403
A01190,0.9992213249206544,1,0,310
H00352,0.961667999625206,1,0,348
H00073,0.9996786556439474,1,0,359
H00301,0.9995914759638254,1,1,748
A01174,0.9767604470252992,1,1,541
H00141,0.9628254137933254,1,1,611
A01189,0.9992409944534302,1,0,288
H00277,0.9912254260852932,1,0,295
A01796,0.9997422443993856,0,0,319
H00320,0.9969522287137806,1,1,760
H00302,0.9907293682917953,1,0,226
A01102,0.9992302656173706,1,0,95
A01070,0.9968131184577942,1,1,522
A01718,0.9992293119430542,1,0,253
A01533,0.982139766216278,1,0,350
H00439,0.9850536864250898,1,0,411
A01156,0.9935719966888428,1,0,236
H00108,0.9996653403504752,1,0,190
A01570,0.9796171132475138,0,0,229
A01548,0.998873770236969,1,0,217
A01655,0.999645238276571,0,0,447
H00292,0.9693975448608398,0,0,285
H00639,0.997952394420281,1,0,179
H00617,0.8470271825790405,0,0,379
A01288,0.9921364430338144,0,0,51
H00469,0.9830870628356934,0,0,350
A01520,0.9965936909429728,0,0,469
H00984,0.8264153003692627,0,0,229
H00997,0.9995558019727468,1,0,326
H00048,0.9899253342300652,1,0,229
H00700,0.9995219003467356,1,0,270
H00549,0.9890639185905457,0,0,340
H00271,0.9894683109596372,1,0,470
H00402,0.9925386430695652,1,0,279
A01515,0.9788266960531472,0,0,312
H00716,0.999650880257832,1,0,172
A01558,0.9959348440170288,1,0,369
A01985,0.9920312901958824,0,0,136
H00892,0.9993375778431072,1,0,304
H00519,0.9822795540094376,1,1,522
H00749,0.6877785325050354,1,0,260
A01369,0.998016357421875,1,0,63
A01347,0.9955380419269204,0,0,292
A01087,0.999240517616272,1,0,464
H00927,0.9723577946424484,1,0,289
A01929,0.8935422897338867,1,0,411
H00264,0.7643387764692307,1,1,540
A01527,0.9994475529529154,0,0,481
A01538,0.9968588352203368,1,0,172
A01937,0.9672338515520096,0,0,80
H00802,0.99434970645234,1,0,324
A01421,0.8333022594451904,1,0,228
A01720,0.9992389678955078,1,0,260
A01486,0.8468087911605835,1,0,430
A01627,0.999079258821439,0,0,204
A01090,0.9992330971872434,0,0,151
A01360,0.9323226809501648,1,0,66
H00635,0.9993230361724272,1,0,504
H00922,0.7370734214782715,1,0,335
A01856,0.6686121225357056,0,0,485
H00032,0.9985271136974916,1,0,251
A01311,0.9868477508425711,0,0,480
H00309,0.9965084493160248,1,1,516
A01729,0.9991453886032104,1,0,290
A01133,0.9989428968401626,0,0,259
H00638,0.9935835902579128,1,0,203
A01829,0.9962569146882744,0,0,493
A01945,0.9854810833930968,1,0,74
A01733,0.9985515475273132,1,0,180
H00970,0.9913737876340748,1,0,218
A01895,0.999606861238135,0,0,224
A01175,0.9350724443793296,0,1,552
H00234,0.9918212890625,0,0,211
A01152,0.9994229921139776,0,0,309
H00818,0.9981381390243768,1,1,811
A01135,0.8886892795562744,1,0,244
A01663,0.7423338294029236,0,0,387
H00669,0.8379096537828445,1,0,176
A01982,0.9992334842681884,1,0,429
A01249,0.9936475157737732,1,0,246
H00121,0.9996479408582672,1,0,320
H00697,0.9996744105301332,1,0,213
A01954,0.9992096424102784,1,0,100
H00419,0.999658361193724,1,0,324
A01716,0.9992398023605348,1,0,221
A01299,0.6879557371139526,1,0,160
H00460,0.9985810545040296,1,1,669
H00315,0.9829682596027852,1,0,487
A01121,0.6129254102706909,0,0,215
H00413,0.9996593888499774,1,0,351
H00600,0.9789346754550934,1,0,338
H00687,0.9994787660543808,1,0,181
A01612,0.9975870847702026,1,0,432
A01591,0.998921275138855,1,0,328
H00167,0.6933567821979523,1,0,320
A01158,0.96129097789526,0,1,527
H00335,0.9996825408597942,1,1,833
H00562,0.8844115138053894,0,0,387
H00960,0.9993919985136016,1,0,304
H00008,0.999713798839366,1,0,302
H00028,0.9970266132149844,1,0,399
H00607,0.7573636174201965,0,0,284
A01804,0.9996939020056744,0,0,291
A01998,0.7782107442617416,0,0,123
H00231,0.6814562976360321,1,0,302
A01185,0.9858197961002588,0,0,141
H00137,0.9966618148609996,1,1,789
A01910,0.988602340221405,1,0,187
H00237,0.969602445140481,1,1,802
A01344,0.6929159760475159,0,0,488
A01532,0.9728039503097534,1,0,306
A01560,0.9992280006408693,1,0,414
A01049,0.9859252572059632,1,0,265
H00253,0.9866164848208429,1,1,635
H00646,0.981123059988022,1,0,172
H00503,0.9840612038969994,1,0,391
H00985,0.9919425146654248,1,0,265
A01572,0.9986435770988464,1,0,381
A01867,0.9996901451959276,0,0,100
A01841,0.988709568977356,0,0,478
H00446,0.9988893892150372,1,0,486
H00544,0.9932310376316308,1,1,564
A01261,0.9847593391314148,0,0,419
A01619,0.9690374843776226,0,0,459
H00616,0.9861422181129456,0,0,368
H00890,0.9997051030804868,1,1,635
H00592,0.8975372314453125,1,0,379
A01413,0.9880529642105104,1,0,110
H00170,0.9398015141487122,0,0,258
A01831,0.999740664527053,0,0,476
H00979,0.9984867837047204,1,0,373
H00739,0.9199718832969666,0,0,219
A01546,0.9535298347473145,1,0,314
H00969,0.8811740949749947,1,0,241
A01082,0.9980549812316896,1,1,522
A01786,0.9942112565040588,1,0,412
A01265,0.999584445002256,0,0,268
H00289,0.997721676947549,1,1,712
H00706,0.99650295288302,1,0,264
A01609,0.9992294311523438,1,0,412
H00536,0.8717250227928162,0,0,274
H00711,0.963610514998436,1,0,186
H00780,0.9664461351931096,1,0,258
H00723,0.9997163798834664,1,0,213
H00848,0.9996031723276246,1,1,601
A01707,0.9276475608348846,0,0,165
H00705,0.9751020334661008,1,0,191
A01843,0.9979953200090677,0,0,100
H00454,0.99958154396154,1,1,1119
H00083,0.9992642123252152,1,0,284
H00708,0.9781913198530674,1,0,215
A01906,0.9939965466037392,0,0,344
A01439,0.9965194463729858,1,0,309
A01808,0.983435183763504,0,0,469
A01348,0.7209976315498352,0,0,490
A01737,0.9205761551856996,0,0,192
A01260,0.9990150928497314,1,0,360
A01727,0.9992064833641052,1,0,408
H00993,0.9996857061923948,1,0,394
H00435,0.9951289342716336,1,0,344
A01509,0.9985041618347168,1,0,429
H00155,0.9827802293002604,1,0,239
A01539,0.9991826415061952,1,0,437
H00810,0.9949849639087917,1,0,325
H00482,0.9993963824235834,1,0,313
A01818,0.99782395362854,1,0,481
H00752,0.8244593441486359,1,1,1123
A01614,0.9992237091064452,1,0,415
H00734,0.999615218344843,1,0,278
H00602,0.999169111251831,0,0,307
H00428,0.9986005891114472,1,0,297
H00966,0.9997513345151674,1,0,235
H00256,0.7433171570301056,1,0,442
A01652,0.998805805342272,0,0,437
A01199,0.9900943813845516,0,1,531
A01259,0.9977914094924928,1,1,531
A01375,0.9475817680358888,1,0,215
H00065,0.9996595635311678,1,0,389
H00134,0.9762612581253052,0,0,277
A01607,0.9840700794011354,0,0,387
H00485,0.9948564739897848,1,0,305
A01709,0.7602602243423462,1,0,171
H00578,0.9809250961989164,1,0,410
A01534,0.9804777503013612,1,0,287
A01310,0.9924579034559428,0,0,342
H00473,0.9869260899722576,1,0,239
A01118,0.9431414641439916,0,0,446
H00075,0.9995972921897192,1,0,239
A01322,0.9063489958643912,0,0,68
H00787,0.9783670753240584,1,0,197
H00425,0.9459105134010316,0,0,343
A01400,0.998381733894348,1,0,165
A01749,0.9986584186553956,1,0,448
H00649,0.9995990121678916,1,0,159
A01634,0.9224432110786438,1,0,162
H00331,0.9913785457611084,0,0,214
A01959,0.9991841912269592,1,0,337
A01366,0.997269093990326,1,0,105
A01339,0.98019590228796,0,0,255
A01296,0.9581552743911744,1,0,252
H00614,0.9982946331147105,1,0,392
A01293,0.988937777467072,0,0,487
H00463,0.9996912047790828,1,0,301
A01691,0.9992297887802124,1,0,483
A01418,0.9986248016357422,1,0,226
A01516,0.807649627327919,0,0,426
A01675,0.9997486028587446,0,0,463
A01880,0.9991004467010498,1,0,123
A01583,0.9754739999771118,1,0,359
H00575,0.7725967466831207,1,1,554
H00763,0.9992666658945382,1,1,767
A01637,0.996193792205304,0,0,462
A01992,0.9924524589441716,0,0,490
H00807,0.9963066326454282,1,0,239
A01203,0.9987963438034058,1,0,217
H00470,0.9980356227606536,1,0,301
H00523,0.8855137899518013,1,0,492
A01913,0.7981927394866943,1,0,269
H00392,0.9994705661665648,1,1,588
A01688,0.9958618879318236,1,0,449
H00477,0.9067262411117554,0,0,310
A01758,0.9919769931584596,0,0,144
H00199,0.9979044434148818,1,0,217
H00942,0.6737677752971649,1,0,273
A01576,0.9829668998718262,1,0,368
A01232,0.9951678984798492,0,0,286
A01589,0.6881754696369171,0,0,270
A01791,0.9962515034712852,0,0,338
A01881,0.6670202612876892,0,0,117
A01001,0.8335076868534088,0,0,119
H00218,0.9349949955940248,0,0,396
A01351,0.9993857107474468,0,0,489
A01387,0.9921856271103024,0,0,178
H00119,0.9992474285536446,1,0,355
H00226,0.9855713630095124,1,1,830
H00832,0.9988602880621328,1,0,491
H00606,0.634444385766983,1,0,400
